locality,year,price
WEST MELBOURNE,2013,905000
WEST WODONGA,2013,272500
WESTALL,2013,513500
WESTGARTH,2013,920000
WESTMEADOWS,2013,386500
WHEELERS HILL,2013,740000
WHITE HILLS,2013,280000
WHITTINGTON,2013,259000
WHITTLESEA,2013,375000
WILLIAMS LANDING,2013,470000
WILLIAMSTOWN,2013,920000
WILLIAMSTOWN NORTH,2013,768000
WIMBLEDON HEIGHTS,2013,271500
WINCHELSEA,2013,287000
WINDSOR,2013,835000
WINTER VALLEY,2013,344500
WODONGA,2013,282500
WOLLERT,2013,400000
WONGA PARK,2013,674500
WONTHAGGI,2013,225000
WOODEND,2013,470000
WOOLAMAI WATERS,2013,349000
WOORI YALLOCK,2013,330000
WURRUK,2013,285000
WY YUNG,2013,285000
WYCHEPROOF,2013,95000
WYNDHAM VALE,2013,288000
YACKANDANDAH,2013,327500
YALLAMBIE,2013,532500
YALLOURN NORTH,2013,135000
YARRA GLEN,2013,420000
YARRA JUNCTION,2013,406500
YARRAGON,2013,258000
YARRAM,2013,190000
YARRAVILLE,2013,696000
YARRAWONGA,2013,302500
YEA,2013,260000
YINR,2013,220000
ABBOTSFORD,2014,862500
ABERFELDIE,2014,1045000
AINTREE,2014,
AIREYS INLET,2014,625500
AIRPORT WEST,2014,575000
ALBANVALE,2014,328000
ALBERT PARK,2014,1503000
ALBION,2014,432000
ALEXANDRA,2014,247500
ALFREDTON,2014,362000
ALLANSFORD,2014,242500
ALPHINGTON,2014,1029000
ALTO,2014,646500
ALTO EAST,2014,603000
ALTO MEADOWS,2014,415000
ALTO NORTH,2014,555000
ANGLESEA,2014,612500
APOLLO BAY,2014,457500
ARARAT,2014,200000
ARDEER,2014,360000
ARMADALE,2014,1750000
ARMSTRONG CREEK,2014,441500
ASCOT (GREATER BENDIGO),2014,344500
ASCOT VALE,2014,810000
ASHBURTON,2014,1200000
ASHWOOD,2014,888000
ASPENDALE,2014,690000
ASPENDALE GARDENS,2014,632000
ATTWOOD,2014,515000
AVENEL,2014,302000
AVOCA,2014,180000
AVONDALE HEIGHTS,2014,560000
AVONSLEIGH,2014,355000
BACCHUS MARSH,2014,348000
BADGER CREEK,2014,325000
BAIRNSDALE,2014,244000
BALACLAVA,2014,942000
BALCOMBE,2014,737000
BALLAN,2014,330000
BALLARAT CENTRAL,2014,327500
BALLARAT EAST,2014,265000
BALLARAT NORTH,2014,312000
BALRRING,2014,544000
BALRRING BEACH,2014,700000
BALWYN,2014,1780000
BALWYN NORTH,2014,1452000
BANNOCKBURN,2014,405000
BARANDUDA,2014,330000
BARWARTHA,2014,220000
BARWON HEADS,2014,715000
BAXTER,2014,325000
BAYSWATER,2014,525000
BAYSWATER NORTH,2014,490000
BEACONSFIELD,2014,525000
BEACONSFIELD UPPER,2014,507500
BEAUFORT,2014,220000
BEAUMARIS,2014,1129500
BEECHWORTH,2014,295000
BELGRAVE,2014,426000
BELGRAVE HEIGHTS,2014,480000
BELGRAVE SOUTH,2014,541000
BELL PARK,2014,323500
BELL POST HILL,2014,333500
BELLFIELD (BANYULE),2014,582500
BELMONT,2014,362000
BELLA,2014,235500
BENDIGO,2014,376500
BENTLEIGH,2014,1050000
BENTLEIGH EAST,2014,850000
BERWICK,2014,487500
BEVERIDGE,2014,351500
BIRCHIP,2014,90000
BIRREGURRA,2014,337500
BITTERN,2014,390000
BLACK HILL,2014,321500
BLACK ROCK,2014,1400000
BLACKBURN,2014,936000
BLACKBURN NORTH,2014,790000
BLACKBURN SOUTH,2014,780000
BLACKWOOD,2014,266000
BLAIRGOWRIE,2014,627500
BLIND BIGHT,2014,343000
BONBEACH,2014,635000
BONNIE DOON,2014,275000
BONSHAW,2014,309000
BOOLARRA,2014,260000
BOORT,2014,162500
BORONIA,2014,500500
BOTANIC RIDGE,2014,519000
BOX HILL,2014,1067000
BOX HILL NORTH,2014,856500
BOX HILL SOUTH,2014,910000
BRAYBROOK,2014,479500
BREAKWATER,2014,251500
BRIAGOLONG,2014,200000
BRIAR HILL,2014,633000
BRIGHT,2014,349000
BRIGHTON,2014,1940000
BRIGHTON EAST,2014,1300000
BROADFORD,2014,267000
BROADMEADOWS,2014,345000
BROOKFIELD,2014,350500
BROOKLYN,2014,540000
BROWN HILL,2014,281500
BRUNSWICK,2014,815000
BRUNSWICK EAST,2014,819500
BRUNSWICK WEST,2014,790000
BRUTHEN,2014,182500
BULLEEN,2014,861000
BUNDALONG,2014,336500
BUNDOORA,2014,553500
BUNINYONG,2014,385000
BUNYIP,2014,325000
BURNSIDE,2014,401000
BURNSIDE HEIGHTS,2014,442500
BURWOOD,2014,921000
BURWOOD EAST,2014,782000
CAIRNLEA,2014,545000
CALIFORNIA GULLY,2014,262000
CAMBERWELL,2014,1655000
CAMPBELLFIELD,2014,338000
CAMPBELLS CREEK,2014,345000
CAMPERDOWN,2014,186000
CADIAN,2014,297000
CANTERBURY,2014,2100000
CAPE PATERSON,2014,332000
CAPE SCHANCK,2014,557500
CAPEL SOUND,2014,366000
CARISBROOK,2014,238500
CARLTON,2014,1020000
CARLTON NORTH,2014,1095000
CARNEGIE,2014,1007500
CAROLINE SPRINGS,2014,460000
CARRUM,2014,536000
CARRUM DOWNS,2014,346000
CASTERTON,2014,99000
CASTLEMAINE,2014,369500
CAULFIELD,2014,1322000
CAULFIELD EAST,2014,1168000
CAULFIELD NORTH,2014,1480000
CAULFIELD SOUTH,2014,1200000
CHADSTONE,2014,823500
CHARLEMONT,2014,560000
CHARLTON,2014,131000
CHELSEA,2014,580000
CHELSEA HEIGHTS,2014,513000
CHELTENHAM,2014,775000
CHELTENHAM EAST,2014,670000
CHELTENHAM NORTH,2014,662000
CHEWTON,2014,296000
CHILTERN,2014,187500
CHIRNSIDE PARK,2014,490500
CHURCHILL,2014,178500
CLARINDA,2014,606500
CLAYTON,2014,750000
CLAYTON NORTH,2014,850000
CLAYTON SOUTH,2014,580000
CLIFTON HILL,2014,965000
CLIFTON SPRINGS,2014,342000
CLUNES,2014,237500
CLYDE,2014,406000
CLYDE NORTH,2014,380000
COBBLEBANK,2014,323000
COBDEN,2014,145000
COBRAM,2014,230000
COBURG,2014,710000
COBURG EAST,2014,597500
COBURG NORTH,2014,600000
COCKATOO,2014,365000
COHU,2014,175000
COLAC,2014,235000
COLDSTREAM,2014,405000
COLERAINE,2014,95000
COLLINGWOOD,2014,775000
COOLAROO,2014,290000
COONS HILL,2014,732000
COONGULLA,2014,205000
CORINELLA,2014,270000
CORIO,2014,242000
CORONET BAY,2014,249000
CORRYONG,2014,135000
COWES,2014,357500
COWES WEST,2014,350000
CRAIGIEBURN,2014,362000
CRANBOURNE,2014,331500
CRANBOURNE EAST,2014,410000
CRANBOURNE NORTH,2014,375000
CRANBOURNE SOUTH,2014,455000
CRANBOURNE WEST,2014,335000
CREMORNE,2014,886500
CRESWICK,2014,270000
CRIB POINT,2014,339000
CROYDON,2014,525000
CROYDON HILLS,2014,606000
CROYDON NORTH,2014,600000
CROYDON SOUTH,2014,530000
CURLEWIS,2014,382500
DALLAS,2014,295000
DALYSTON,2014,260000
DANDENONG,2014,439000
DANDENONG NORTH,2014,415500
DARLEY,2014,360000
DAYLESFORD,2014,401500
DEANSIDE,2014,
DEEPDENE,2014,2215000
DEER PARK,2014,365000
DELACOMBE,2014,292000
DELAHEY,2014,370000
DENNINGTON,2014,315000
DERRIMUT,2014,435000
DIAMOND CREEK,2014,550000
DIGGERS REST,2014,325000
DIMBOOLA,2014,90500
DINGLEY VILLAGE,2014,607000
DINNER PLAIN,2014,309000
DOLD,2014,120000
DONCASTER,2014,999000
DONCASTER EAST,2014,894500
DONNYBROOK,2014,
DONVALE,2014,840000
DOREEN,2014,430000
DOVETON,2014,310500
DROMA,2014,492000
DROUIN,2014,311000
DRYSDALE,2014,405000
DUNKELD,2014,177500
DUNOLLY,2014,170000
EAGLE POINT,2014,281500
EAGLEHAWK,2014,274000
EAGLEMONT,2014,1522500
EAST BAIRNSDALE,2014,160000
EAST BENDIGO,2014,330000
EAST GEELONG,2014,427000
EAST MELBOURNE,2014,1850000
EAST WARBURTON,2014,275000
EASTWOOD,2014,342000
ECHUCA,2014,285000
EDENHOPE,2014,130000
EDITHVALE,2014,670000
EILDON,2014,205000
ELLIMINYT,2014,313000
ELMORE,2014,176000
ELSTERNWICK,2014,1315000
ELTHAM,2014,670000
ELTHAM NORTH,2014,680000
ELWOOD,2014,1412500
EMERALD,2014,449500
ENDEAVOUR HILLS,2014,432000
EPPING,2014,386500
EPSOM,2014,342500
ESSENDON,2014,942000
ESSENDON NORTH,2014,840000
ESSENDON WEST,2014,785000
EUMEMMERRING,2014,365000
EUREKA,2014,259000
EUROA,2014,230000
EYNESBURY,2014,390000
FAIRFIELD,2014,945000
FAIRHAVEN,2014,955000
FAWKNER,2014,444000
FERNTREE GULLY,2014,505000
FERNY CREEK,2014,492500
FINGAL,2014,730000
FITZROY,2014,1130000
FITZROY NORTH,2014,1014000
FIVEWAYS,2014,315000
FLEMINGTON,2014,730000
FLINDERS,2014,808000
FLORA HILL,2014,323500
FLOWERDALE,2014,170000
FOOTSCRAY,2014,645000
FOREST HILL,2014,721000
FOSTER,2014,315000
FRANKSTON,2014,372000
FRANKSTON NORTH,2014,269000
FRANKSTON SOUTH,2014,560000
FRASER RISE,2014,490000
FYANSFORD,2014,478000
GARDEN CITY,2014,1055000
GARDENVALE,2014,1180000
GARFIELD,2014,355000
GEELONG,2014,512000
GEELONG WEST,2014,469000
GEMBROOK,2014,400000
GISBORNE,2014,510000
GLADSTONE PARK,2014,400000
GLEN HUNTLY,2014,1135000
GLEN IRIS,2014,1500000
GLEN WAVERLEY,2014,960000
GLENROWAN,2014,239000
GLENROY,2014,500000
GOLDEN BEACH,2014,172500
GOLDEN POINT (BALLARAT),2014,265000
GOLDEN SQUARE,2014,305000
GORDON,2014,303000
GOUGHS BAY,2014,247500
GOWANBRAE,2014,557500
GRANTVILLE,2014,255000
GREEN LAKE,2014,254500
GREENSBOROUGH,2014,574000
GREENVALE,2014,539500
GROVEDALE,2014,362000
HADFIELD,2014,500000
HALLAM,2014,380000
HALLS GAP,2014,224500
HAMILTON,2014,200000
HAMLYN HEIGHTS,2014,366500
HAMPTON,2014,1340000
HAMPTON EAST,2014,862500
HAMPTON PARK,2014,337500
HARCOURT,2014,358000
HARKNESS,2014,340000
HASTINGS,2014,368000
HASTINGS WEST,2014,277000
HAWTHORN,2014,1606500
HAWTHORN EAST,2014,1554000
HEALESVILLE,2014,400000
HEATHCOTE,2014,260000
HEATHERTON,2014,712000
HEATHMONT,2014,638000
HEIDELBERG,2014,840500
HEIDELBERG HEIGHTS,2014,564500
HEIDELBERG WEST,2014,461000
HEPBURN,2014,330000
HEPBURN SPRINGS,2014,350000
HERNE HILL,2014,357000
HEYFIELD,2014,180000
HEYWOOD,2014,150000
HIGHETT,2014,850000
HIGHTON,2014,510000
HILLSIDE (MELTON),2014,440000
HOPETOUN,2014,95500
HOPPERS CROSSING,2014,340000
HORSHAM,2014,215000
HUGHESDALE,2014,856000
HUNTINGDALE,2014,728000
HUNTLY,2014,325000
HURSTBRIDGE,2014,482000
INDENTED HEAD,2014,385000
INGLEWOOD,2014,145000
INVERLOCH,2014,440000
INVERMAY PARK,2014,387000
IRONBARK,2014,280000
IRYMPLE,2014,228500
IVANHOE,2014,1203000
IVANHOE EAST,2014,1513000
JACA,2014,342500
JACKASS FLAT,2014,360000
JAN JUC,2014,595000
JEERALANG NORTH,2014,187500
JEPARIT,2014,63000
JUNCTION VILLAGE,2014,320000
JUNORTOUN,2014,508500
KALIM,2014,285000
KALKALLO,2014,450000
KALLISTA,2014,465000
KALORAMA,2014,451000
KANGAROO FLAT,2014,300000
KANGAROO GROUND SOUTH,2014,655000
KANIVA,2014,87500
KEALBA,2014,390000
KEILOR,2014,633000
KEILOR DOWNS,2014,429000
KEILOR EAST,2014,599000
KEILOR LODGE,2014,500000
KEILOR PARK,2014,512500
KENNINGTON,2014,345000
KENSINGTON,2014,730000
KERANG,2014,145000
KEW,2014,1950000
KEW EAST,2014,1314000
KEW NORTH,2014,1301000
KEYSBOROUGH,2014,456500
KIALLA,2014,365000
KILCUNDA,2014,320000
KILLARA (WODONGA),2014,346000
KILMORE,2014,319000
KILSYTH,2014,460000
KILSYTH SOUTH,2014,575000
KINGLAKE,2014,318000
KINGS PARK,2014,325000
KINGSBURY,2014,502500
KINGSVILLE,2014,703500
KNOXFIELD,2014,580000
KOO WEE RUP,2014,335000
KOONDROOK,2014,155000
KOOYONG,2014,2900000
KOROIT,2014,300000
KORUMBURRA,2014,222500
KURUNJANG,2014,280000
KYABRAM,2014,235000
KYNETON,2014,400000
LAKE BOGA,2014,143500
LAKE GARDENS,2014,445000
LAKE TYERS BEACH,2014,354000
LAKE WENDOUREE,2014,650000
LAKES ENTRANCE,2014,254000
LALOR,2014,385000
LANCEFIELD,2014,362000
LANG LANG,2014,295000
LANGWARRIN,2014,420000
LARA,2014,340000
LARA LAKE,2014,398000
LAUNCHING PLACE,2014,337500
LAVERTON,2014,358000
LAVERTON SOUTH,2014,422500
LEITCHVILLE,2014,67500
LENEVA,2014,372500
LEONGATHA,2014,295500
LEOPOLD,2014,366500
LILYDALE,2014,480000
LINTON,2014,208000
LISMORE,2014,109000
LOCH SPORT,2014,153500
LONG GULLY,2014,255000
LONGWARRY,2014,297500
LORNE,2014,815000
LOVELY BANKS,2014,406500
LOWER PLENTY,2014,675000
LUCAS,2014,355000
LUCKNOW,2014,229000
LYNBROOK,2014,460000
LYNDHURST,2014,482500
LYSTERFIELD,2014,670000
MACEDON,2014,460000
MACLEOD,2014,705000
MADDINGLEY,2014,320000
MAFFRA,2014,215000
MAIDEN GULLY,2014,415000
MAIDSTONE,2014,587500
MALDON,2014,325000
MALLACOOTA,2014,285000
MALMSBURY,2014,317500
MALVERN,2014,1946000
MALVERN EAST,2014,1380000
MANIFOLD HEIGHTS,2014,489000
MANOR LAKES,2014,360000
MANSFIELD,2014,347000
MARIBYRNONG,2014,750500
MARONG,2014,345000
MARSHALL,2014,382500
MARYBOROUGH,2014,200000
MARYSVILLE,2014,125000
MCCRAE,2014,535000
MCKENZIE HILL,2014,140000
MCKINNON,2014,1220000
MCLOUGHLINS BEACH,2014,169500
MEADOW HEIGHTS,2014,322500
MEENIYAN,2014,223500
MELTON,2014,240000
MELTON SOUTH,2014,238000
MELTON WEST,2014,290000
MENTONE,2014,810000
MERBEIN,2014,167000
MERINDA PARK,2014,310000
MERNDA,2014,370000
MERRIJIG (MANSFIELD),2014,390000
METUNG,2014,287500
MICKLEHAM,2014,168000
MIDDLE PARK,2014,2125000
MILDURA,2014,245000
MILL PARK,2014,430500
MILLGROVE,2014,260000
MINERS REST,2014,327500
MINYIP,2014,95000
MIRBOO NORTH,2014,250000
MITCHAM,2014,730000
MITCHELL PARK,2014,267500
MOE,2014,170000
MONBULK,2014,425000
MONT ALBERT,2014,1490000
MONT ALBERT NORTH,2014,1100000
MONTMORENCY,2014,614000
MONTROSE,2014,476500
MOONEE PONDS,2014,920000
MOORABBIN,2014,768000
MOOROOLBARK,2014,465000
MOOROOP,2014,215000
MORDIALLOC,2014,755000
MORNINGTON,2014,558000
MORTLAKE,2014,152500
MORWELL,2014,150000
MOUNT BEAUTY,2014,200000
MOUNT CLEAR,2014,288000
MOUNT DANDENONG,2014,610000
MOUNT DUNEED,2014,532000
MOUNT ELIZA,2014,777500
MOUNT EVELYN,2014,428500
MOUNT HELEN,2014,368000
MOUNT MACEDON,2014,600000
MOUNT MARTHA,2014,745000
MOUNT PLEASANT,2014,269500
MOUNT WAVERLEY,2014,950000
MULGRAVE,2014,627000
MURCHISON,2014,155000
MURRUMBEE,2014,982500
MURTOA,2014,110000
MYRTLEFORD,2014,245000
GAMBIE,2014,378000
RRE WARREN,2014,386000
RRE WARREN NORTH,2014,822500
RRE WARREN SOUTH,2014,440000
THALIA,2014,190500
NEERIM SOUTH,2014,336500
NELSON,2014,203500
NERRI,2014,482500
NEW GISBORNE,2014,510000
NEWBOROUGH,2014,215000
NEWCOMB,2014,292000
NEWINGTON,2014,341000
NEWLANDS ARM,2014,302000
NEWPORT,2014,740000
NEWSTEAD,2014,297500
NEWTOWN (GREATER GEELONG),2014,620000
NHILL,2014,125000
NICHOLS POINT,2014,304000
NIDDRIE,2014,747500
NOBLE PARK,2014,440000
NOBLE PARK NORTH,2014,420000
NORLANE,2014,215000
NORTH BENDIGO,2014,280000
NORTH GEELONG,2014,301000
NORTH MELBOURNE,2014,832000
NORTH WONTHAGGI,2014,268500
NORTHCOTE,2014,935000
NOTTING HILL,2014,660000
NUMURKAH,2014,215000
NUWADING,2014,721500
NYAH WEST,2014,107500
NYORA,2014,265000
OAK PARK,2014,626000
OAKLEIGH,2014,801500
OAKLEIGH EAST,2014,820000
OAKLEIGH SOUTH,2014,700000
OCEAN GROVE,2014,515000
OFFICER,2014,339000
OFFICER SOUTH,2014,
OLINDA,2014,520000
OMEO,2014,190000
ORBOST,2014,150000
ORMOND,2014,1187500
OSBORNE,2014,540500
OUYEN,2014,77500
PAKENHAM,2014,350000
PARADISE BEACH,2014,178000
PARK ORCHARDS,2014,1103000
PARKDALE,2014,860000
PARKVILLE,2014,1525000
PASCOE VALE,2014,655000
PASCOE VALE SOUTH,2014,701000
PATTERSON GARDENS,2014,672000
PATTERSON LAKES,2014,734000
PAYNESVILLE,2014,300000
PEARCEDALE,2014,445000
PETERBOROUGH,2014,307500
PIONEER BAY,2014,220000
PLENTY,2014,750000
POINT COOK,2014,445000
POINT LONSDALE,2014,707500
POREPUNKAH,2014,280000
PORT ALBERT,2014,190000
PORT FAIRY,2014,425000
PORT FRANKLIN,2014,173500
PORT MELBOURNE,2014,917500
PORT WELSHPOOL,2014,244000
PORTARLINGTON,2014,414500
PORTLAND,2014,210000
PORTLAND NORTH,2014,248000
PORTSEA,2014,1305000
PRAHRAN,2014,1175000
PRESTON,2014,690000
PRINCES HILL,2014,1210000
PYRAMID HILL,2014,117000
QUARRY HILL,2014,355000
QUEENSCLIFF,2014,695000
RAINBOW,2014,77000
RAYMOND ISLAND,2014,280000
RED CLIFFS,2014,155500
REDAN,2014,245000
RESEARCH,2014,685000
RESERVOIR,2014,541000
RHYLL,2014,482000
RICHMOND,2014,961000
RIDDELLS CREEK,2014,417500
RINGWOOD,2014,660000
RINGWOOD EAST,2014,612000
RINGWOOD NORTH,2014,662000
RIPPLESIDE,2014,530000
ROBINVALE,2014,160000
ROCHESTER,2014,215000
ROCKBANK,2014,280000
ROMSEY,2014,396000
ROSAN,2014,781500
ROSEBUD,2014,365000
ROSEBUD SOUTH,2014,500000
ROSEDALE,2014,215000
ROWVILLE,2014,617500
ROXBURGH PARK,2014,385000
RUPANYUP,2014,105000
RUSHWORTH,2014,158000
RUTHERGLEN,2014,195000
RYE,2014,460000
SAFETY BEACH,2014,516500
SAILORS GULLY,2014,262500
SALE,2014,300000
SAN REMO,2014,407000
SANCTUARY LAKES,2014,485000
SANDHURST,2014,549000
SANDRINGHAM,2014,1305000
SANDY POINT,2014,380000
SASSAFRAS,2014,556000
SAWMILL SETTLEMENT,2014,205500
SCORESBY,2014,570000
SEA LAKE,2014,75000
SEABROOK,2014,402500
SEAFORD,2014,450000
SEAHOLME,2014,670000
SEASPRAY,2014,164000
SEBASTOPOL,2014,235500
SEDDON,2014,730000
SELBY,2014,420000
SEVILLE,2014,397500
SEVILLE EAST,2014,350000
SEYMOUR,2014,213000
SHEPPARTON,2014,243000
SHEPPARTON NORTH,2014,375000
SHOREHAM,2014,620000
SILVERLEAVES,2014,460500
SKENES CREEK,2014,435000
SKIPTON,2014,117500
SKYE,2014,413000
SMITHS BEACH,2014,390000
SMYTHESDALE,2014,207500
SOLDIERS HILL,2014,341000
SOMERS,2014,755000
SOMERVILLE,2014,395000
SORRENTO,2014,795000
SOUTH DUDLEY,2014,200500
SOUTH GEELONG,2014,470000
SOUTH KINGSVILLE,2014,671000
SOUTH MELBOURNE,2014,1200000
SOUTH MORANG,2014,420000
SOUTH YARRA,2014,1450000
SPOTSWOOD,2014,640000
SPRING GULLY,2014,350000
SPRINGVALE,2014,530000
SPRINGVALE SOUTH,2014,475000
ST ALBANS,2014,373500
ST ALBANS PARK,2014,330000
ST ANDREWS BEACH,2014,495000
ST ARUD,2014,145000
ST HELE,2014,623000
ST KILDA,2014,1225000
ST KILDA EAST,2014,1037500
ST KILDA WEST,2014,2235000
ST LEORDS,2014,357000
STANHOPE,2014,131000
STAWELL,2014,172500
STRATFORD,2014,261500
STRATHDALE,2014,380000
STRATHFIELDSAYE,2014,397500
STRATHMERTON,2014,172500
STRATHMORE,2014,865000
STRATHMORE HEIGHTS,2014,640000
STRATHTULLOH,2014,440000
STUDFIELD,2014,617500
SUNBURY,2014,360000
SUNDERLAND BAY,2014,333000
SUNNYCLIFFS,2014,294000
SUNSET STRIP,2014,310000
SUNSHINE,2014,483500
SUNSHINE NORTH,2014,425500
SUNSHINE WEST,2014,395000
SURF BEACH,2014,360000
SURREY HILLS,2014,1450000
SWAN HILL,2014,230000
SWAN REACH,2014,276000
SYDENHAM,2014,415000
SYNDAL,2014,1160000
TALLANGATTA,2014,200000
TARNEIT,2014,395000
TATURA,2014,237500
TAWONGA SOUTH,2014,235000
TAYLORS HILL,2014,510000
TAYLORS LAKES,2014,510000
TECOMA,2014,478000
TEMPLESTOWE,2014,951500
TEMPLESTOWE LOWER,2014,830000
TERANG,2014,195000
THE BASIN,2014,463500
THE HONEYSUCKLES,2014,190000
THE PATCH,2014,486500
THOMASTOWN,2014,420000
THOMSON (GREATER GEELONG),2014,290000
THORNBURY,2014,840000
THORNHILL PARK,2014,
TIMBOON,2014,210000
TONGALA,2014,179000
TOONGABBIE,2014,261500
TOORA,2014,155000
TOORADIN,2014,480000
TOORAK,2014,3391000
TOOTGAROOK,2014,402500
TORQUAY,2014,580000
TRAFALGAR,2014,311000
TRARALGON,2014,275000
TRARALGON EAST,2014,440000
TRAVANCORE,2014,848000
TRENTHAM,2014,340000
TRUGANI,2014,390000
TULLAMARINE,2014,412000
TYABB,2014,366000
UPPER FERNTREE GULLY,2014,500000
UPWEY,2014,476000
VENTNOR,2014,377500
VENUS BAY,2014,237000
VERMONT,2014,725000
VERMONT SOUTH,2014,815000
VIEWBANK,2014,725000
VIOLET TOWN,2014,199500
WAHGUNYAH,2014,213500
WALKERVILLE,2014,230000
WALLAN,2014,356500
WALLAN EAST,2014,306000
WANDA HEIGHTS,2014,582000
WANDIN NORTH,2014,439500
WANGARATTA,2014,255000
WANTIR,2014,667500
WANTIR SOUTH,2014,676500
WARBURTON,2014,315000
WARNEET,2014,355000
WARRACKBEAL,2014,110000
WARRAGUL,2014,320000
WARRANDYTE,2014,760000
WARRANWOOD,2014,665000
WARRMBOOL,2014,323000
WATERWAYS,2014,845000
WATSONIA,2014,555000
WATSONIA NORTH,2014,572500
WATTLE GLEN,2014,500500
WAURN PONDS,2014,470000
WEDDERBURN,2014,137500
WEIR VIEWS,2014,388000
WENDOUREE,2014,247000
WENDOUREE WEST,2014,165000
WERRIBEE,2014,315000
WERRIBEE SOUTH,2014,585000
WEST FOOTSCRAY,2014,637500
WEST MELBOURNE,2014,916000
WEST WODONGA,2014,296000
WESTALL,2014,550000
WESTGARTH,2014,1100000
WESTMEADOWS,2014,419000
WHEELERS HILL,2014,805000
WHITE HILLS,2014,306000
WHITTINGTON,2014,262000
WHITTLESEA,2014,375000
WILLIAMS LANDING,2014,450000
WILLIAMSTOWN,2014,970000
WILLIAMSTOWN NORTH,2014,803500
WIMBLEDON HEIGHTS,2014,310000
WINCHELSEA,2014,287500
WINDSOR,2014,956500
WINTER VALLEY,2014,360000
WODONGA,2014,295000
WOLLERT,2014,395000
WONGA PARK,2014,673500
WONTHAGGI,2014,251000
WOODEND,2014,460000
WOOLAMAI WATERS,2014,381500
WOORI YALLOCK,2014,317000
WURRUK,2014,222000
WY YUNG,2014,285000
WYCHEPROOF,2014,103000
WYNDHAM VALE,2014,306000
YACKANDANDAH,2014,318000
YALLAMBIE,2014,580000
YALLOURN NORTH,2014,149500
YARRA GLEN,2014,460000
YARRA JUNCTION,2014,357500
YARRAGON,2014,297000
YARRAM,2014,202500
YARRAVILLE,2014,710000
YARRAWONGA,2014,297000
YEA,2014,255000
YINR,2014,240000
ABBOTSFORD,2015,925000
ABERFELDIE,2015,1207500
AINTREE,2015,590000
AIREYS INLET,2015,680000
AIRPORT WEST,2015,635000
ALBANVALE,2015,345000
ALBERT PARK,2015,1700000
ALBION,2015,481000
ALEXANDRA,2015,285000
ALFREDTON,2015,340500
ALLANSFORD,2015,259000
ALPHINGTON,2015,1296500
ALTO,2015,718000
ALTO EAST,2015,650000
ALTO MEADOWS,2015,440000
ALTO NORTH,2015,645000
ANGLESEA,2015,635000
APOLLO BAY,2015,435000
ARARAT,2015,210000
ARDEER,2015,381500
ARMADALE,2015,2172500
ARMSTRONG CREEK,2015,440000
ASCOT (GREATER BENDIGO),2015,349000
ASCOT VALE,2015,885000
ASHBURTON,2015,1435000
ASHWOOD,2015,1140000
ASPENDALE,2015,795500
ASPENDALE GARDENS,2015,715000
ATTWOOD,2015,620000
AVENEL,2015,245000
AVOCA,2015,182500
AVONDALE HEIGHTS,2015,650000
AVONSLEIGH,2015,397500
BACCHUS MARSH,2015,355000
BADGER CREEK,2015,345000
BAIRNSDALE,2015,246500
BALACLAVA,2015,1100000
BALCOMBE,2015,871000
BALLAN,2015,359000
BALLARAT CENTRAL,2015,353000
BALLARAT EAST,2015,275000
BALLARAT NORTH,2015,315000
BALRRING,2015,595000
BALRRING BEACH,2015,887500
BALWYN,2015,2210000
BALWYN NORTH,2015,1850000
BANNOCKBURN,2015,393000
BARANDUDA,2015,323000
BARWARTHA,2015,305000
BARWON HEADS,2015,775000
BAXTER,2015,340000
BAYSWATER,2015,632500
BAYSWATER NORTH,2015,580000
BEACONSFIELD,2015,559000
BEACONSFIELD UPPER,2015,602500
BEAUFORT,2015,205000
BEAUMARIS,2015,1345000
BEECHWORTH,2015,332000
BELGRAVE,2015,482500
BELGRAVE HEIGHTS,2015,590500
BELGRAVE SOUTH,2015,555500
BELL PARK,2015,340000
BELL POST HILL,2015,344500
BELLFIELD (BANYULE),2015,700000
BELMONT,2015,395000
BELLA,2015,222500
BENDIGO,2015,372000
BENTLEIGH,2015,1245000
BENTLEIGH EAST,2015,1000500
BERWICK,2015,535000
BEVERIDGE,2015,400000
BIRCHIP,2015,121500
BIRREGURRA,2015,302500
BITTERN,2015,382500
BLACK HILL,2015,300000
BLACK ROCK,2015,1545000
BLACKBURN,2015,1200500
BLACKBURN NORTH,2015,921500
BLACKBURN SOUTH,2015,920500
BLACKWOOD,2015,260000
BLAIRGOWRIE,2015,621500
BLIND BIGHT,2015,401000
BONBEACH,2015,700000
BONNIE DOON,2015,290000
BONSHAW,2015,309000
BOOLARRA,2015,212500
BOORT,2015,130000
BORONIA,2015,592500
BOTANIC RIDGE,2015,565000
BOX HILL,2015,1350000
BOX HILL NORTH,2015,1060000
BOX HILL SOUTH,2015,1153000
BRAYBROOK,2015,550000
BREAKWATER,2015,267500
BRIAGOLONG,2015,215000
BRIAR HILL,2015,680000
BRIGHT,2015,392500
BRIGHTON,2015,2302500
BRIGHTON EAST,2015,1600000
BROADFORD,2015,270000
BROADMEADOWS,2015,370000
BROOKFIELD,2015,340000
BROOKLYN,2015,602000
BROWN HILL,2015,270000
BRUNSWICK,2015,860500
BRUNSWICK EAST,2015,888000
BRUNSWICK WEST,2015,866500
BRUTHEN,2015,205000
BULLEEN,2015,1095000
